0,2011-05-16 00:00:00
1,2011-05-16 00:05:00
2,2011-05-16 00:10:00
3,2011-05-16 00:15:00
4,2011-05-16 00:20:00
5,2011-05-16 00:25:00
6,2011-05-16 00:30:00
7,2011-05-16 00:35:00
8,2011-05-16 00:40:00
9,2011-05-16 00:45:00
10,2011-05-16 00:50:00
11,2011-05-16 00:55:00
12,2011-05-16 01:00:00
13,2011-05-16 01:05:00
14,2011-05-16 01:10:00
15,2011-05-16 01:15:00
16,2011-05-16 01:20:00
17,2011-05-16 01:25:00
18,2011-05-16 01:30:00
19,2011-05-16 01:35:00
20,2011-05-16 01:40:00
21,2011-05-16 01:45:00
22,2011-05-16 01:50:00
23,2011-05-16 01:55:00
24,2011-05-16 02:00:00
25,2011-05-16 02:05:00
26,2011-05-16 02:10:00
27,2011-05-16 02:15:00
28,2011-05-16 02:20:00
29,2011-05-16 02:25:00
30,2011-05-16 02:30:00
31,2011-05-16 02:35:00
32,2011-05-16 02:40:00
33,2011-05-16 02:45:00
34,2011-05-16 02:50:00
35,2011-05-16 02:55:00
36,2011-05-16 03:00:00
37,2011-05-16 03:05:00
38,2011-05-16 03:10:00
39,2011-05-16 03:15:00
40,2011-05-16 03:20:00
41,2011-05-16 03:25:00
42,2011-05-16 03:30:00
43,2011-05-16 03:35:00
44,2011-05-16 03:40:00
45,2011-05-16 03:45:00
46,2011-05-16 03:50:00
47,2011-05-16 03:55:00
48,2011-05-16 04:00:00
49,2011-05-16 04:05:00
50,2011-05-16 04:10:00
51,2011-05-16 04:15:00
52,2011-05-16 04:20:00
53,2011-05-16 04:25:00
54,2011-05-16 04:30:00
55,2011-05-16 04:35:00
56,2011-05-16 04:40:00
57,2011-05-16 04:45:00
58,2011-05-16 04:50:00
59,2011-05-16 04:55:00
60,2011-05-16 05:00:00
61,2011-05-16 05:05:00
62,2011-05-16 05:10:00
63,2011-05-16 05:15:00
64,2011-05-16 05:20:00
65,2011-05-16 05:25:00
66,2011-05-16 05:30:00
67,2011-05-16 05:35:00
68,2011-05-16 05:40:00
69,2011-05-16 05:45:00
70,2011-05-16 05:50:00
71,2011-05-16 05:55:00
72,2011-05-16 06:00:00
73,2011-05-16 06:05:00
74,2011-05-16 06:10:00
75,2011-05-16 06:15:00
76,2011-05-16 06:20:00
77,2011-05-16 06:25:00
78,2011-05-16 06:30:00
79,2011-05-16 06:35:00
80,2011-05-16 06:40:00
81,2011-05-16 06:45:00
82,2011-05-16 06:50:00
83,2011-05-16 06:55:00
84,2011-05-16 07:00:00
85,2011-05-16 07:05:00
86,2011-05-16 07:10:00
87,2011-05-16 07:15:00
88,2011-05-16 07:20:00
89,2011-05-16 07:25:00
90,2011-05-16 07:30:00
91,2011-05-16 07:35:00
92,2011-05-16 07:40:00
93,2011-05-16 07:45:00
94,2011-05-16 07:50:00
95,2011-05-16 07:55:00
96,2011-05-16 08:00:00
97,2011-05-16 08:05:00
98,2011-05-16 08:10:00
99,2011-05-16 08:15:00
100,2011-05-16 08:20:00
101,2011-05-16 08:25:00
102,2011-05-16 08:30:00
103,2011-05-16 08:35:00
104,2011-05-16 08:40:00
105,2011-05-16 08:45:00
106,2011-05-16 08:50:00
107,2011-05-16 08:55:00
108,2011-05-16 09:00:00
109,2011-05-16 09:05:00
110,2011-05-16 09:10:00
111,2011-05-16 09:15:00
112,2011-05-16 09:20:00
113,2011-05-16 09:25:00
114,2011-05-16 09:30:00
115,2011-05-16 09:35:00
116,2011-05-16 09:40:00
117,2011-05-16 09:45:00
118,2011-05-16 09:50:00
119,2011-05-16 09:55:00
120,2011-05-16 10:00:00
121,2011-05-16 10:05:00
122,2011-05-16 10:10:00
123,2011-05-16 10:15:00
124,2011-05-16 10:20:00
125,2011-05-16 10:25:00
126,2011-05-16 10:30:00
127,2011-05-16 10:35:00
128,2011-05-16 10:40:00
129,2011-05-16 10:45:00
130,2011-05-16 10:50:00
131,2011-05-16 10:55:00
132,2011-05-16 11:00:00
133,2011-05-16 11:05:00
134,2011-05-16 11:10:00
135,2011-05-16 11:15:00
136,2011-05-16 11:20:00
137,2011-05-16 11:25:00
138,2011-05-16 11:30:00
139,2011-05-16 11:35:00
140,2011-05-16 11:40:00
141,2011-05-16 11:45:00
142,2011-05-16 11:50:00
143,2011-05-16 11:55:00
144,2011-05-16 12:00:00
145,2011-05-16 12:05:00
146,2011-05-16 12:10:00
147,2011-05-16 12:15:00
148,2011-05-16 12:20:00
149,2011-05-16 12:25:00
150,2011-05-16 12:30:00
151,2011-05-16 12:35:00
152,2011-05-16 12:40:00
153,2011-05-16 12:45:00
154,2011-05-16 12:50:00
155,2011-05-16 12:55:00
156,2011-05-16 13:00:00
157,2011-05-16 13:05:00
158,2011-05-16 13:10:00
159,2011-05-16 13:15:00
160,2011-05-16 13:20:00
161,2011-05-16 13:25:00
162,2011-05-16 13:30:00
163,2011-05-16 13:35:00
164,2011-05-16 13:40:00
165,2011-05-16 13:45:00
166,2011-05-16 13:50:00
167,2011-05-16 13:55:00
168,2011-05-16 14:00:00
169,2011-05-16 14:05:00
170,2011-05-16 14:10:00
171,2011-05-16 14:15:00
172,2011-05-16 14:20:00
173,2011-05-16 14:25:00
174,2011-05-16 14:30:00
175,2011-05-16 14:35:00
176,2011-05-16 14:40:00
177,2011-05-16 14:45:00
178,2011-05-16 14:50:00
179,2011-05-16 14:55:00
180,2011-05-16 15:00:00
181,2011-05-16 15:05:00
182,2011-05-16 15:10:00
183,2011-05-16 15:15:00
184,2011-05-16 15:20:00
185,2011-05-16 15:25:00
186,2011-05-16 15:30:00
187,2011-05-16 15:35:00
188,2011-05-16 15:40:00
189,2011-05-16 15:45:00
190,2011-05-16 15:50:00
191,2011-05-16 15:55:00
192,2011-05-16 16:00:00
193,2011-05-16 16:05:00
194,2011-05-16 16:10:00
195,2011-05-16 16:15:00
196,2011-05-16 16:20:00
197,2011-05-16 16:25:00
198,2011-05-16 16:30:00
199,2011-05-16 16:35:00
200,2011-05-16 16:40:00
201,2011-05-16 16:45:00
