2.948799000000000281e-01,2.220832900000000165e-01,2.373047000000000351e-01,2.718167000000000222e-01,2.483741000000000143e-01,2.900909999999999878e-01,3.904807666666666455e-01,3.524819000000000146e-01,3.545187133333333462e-01,2.802133666666666301e-01,2.308185620000000049e-01,2.971088000000000062e-01
1.318462250000000113e-01,1.380608999999999864e-01,1.332260373333333525e-01,1.893664999999999932e-01,1.829816000000000220e-01,1.670608000000000093e-01,1.741735999999999840e-01,2.083312666666666813e-01,1.850291259999999882e-01,1.602036000000000016e-01,1.563004999999999811e-01,1.687421000000000337e-01
5.631099999999999994e-02,5.881299999999999722e-02,7.236489999999999589e-02,6.426199999999999968e-02,5.510999999999999927e-02,5.298019999999999813e-02,6.237290000000000195e-02,7.863870000000000582e-02,5.531110000000000193e-02,7.242269999999999264e-02,6.004799999999999721e-02,5.632110000000000588e-02
8.269272999999999207e-02,8.370834000000000608e-02,8.482794000000000445e-02,1.096381000000000022e-01,9.368184000000000233e-02,8.991763999999999313e-02,9.106192999999998539e-02,8.734549000000001173e-02,8.944845599999999564e-02,8.558199000000001055e-02,8.616643999999999692e-02,7.961464000000000041e-02
1.084968799999999900e-01,1.041355499999999934e-01,1.050074076000000051e-01,1.045290910000000045e-01,1.029908563333333527e-01,9.372265133333332332e-02,9.375453333333333417e-02,9.286043999999998855e-02,7.730650999999999495e-02,7.188225000000000864e-02,1.058614300000000064e-01,1.022339220000000048e-01
4.373537000000000258e-02,7.439957999999999294e-02,3.667535999999999713e-02,5.572502000000000011e-02,6.125713000000000685e-02,4.914026999999999978e-02,6.714892999999999557e-02,5.326712000000000113e-02,4.912161000000000305e-02,5.152595999999999565e-02,5.364762000000000003e-02,4.815926999999999708e-02
8.208713000000000815e-02,8.202528333333332367e-02,8.021600333333334110e-02,5.631732999999999878e-02,6.089719999999999162e-02,6.691094333333333366e-02,1.072143600000000085e-01,8.039061999999999597e-02,6.318092000000000152e-02,6.860207999999999584e-02,9.001488000000001932e-02,8.415343666666667832e-02
1.439655700000000427e-01,1.423446200000000328e-01,1.354766600000000265e-01,1.241537999999999947e-01,1.008662799999999887e-01,1.255167299999999930e-01,8.596795000000000131e-02,1.091757600000000106e-01,1.239191600000000004e-01,1.302439099999999350e-01,1.170597600000000127e-01,1.487965500000000274e-01
7.638766333333335545e-02,1.273067833333333398e-01,1.482228999999999908e-01,1.234210180000000073e-01,1.229719333333333248e-01,1.442952499999999860e-01,1.739832000000000045e-01,1.207690770000000025e-01,6.004616666666667130e-02,4.562431999999999599e-02,8.121679999999999178e-02,1.175278099999999826e-01
9.682999999999999940e-02,1.189880293333333283e-01,4.984519999999999923e-02,4.835330000000000183e-02,4.584670800000000684e-02,4.432209999999999622e-02,4.407780000000000031e-02,4.294000000000000594e-02,4.229439999999999589e-02,4.259759999999999935e-02,4.148040000000000754e-02,4.463249999999999856e-02
9.881919999999999593e-02,9.748629999999999796e-02,1.359636000000000178e-01,1.167669999999999958e-01,1.032569253333333326e-01,1.025005799999999939e-01,1.262477999999999934e-01,6.875209366666666655e-02,6.592680000000000762e-02,4.782850000000000296e-02,4.939698000000000006e-02,4.081409633333333425e-02
3.373512100000000125e-01,3.259078999999999726e-01,3.597185000000000521e-01,3.575042999999999971e-01,3.349642999999999371e-01,3.520628000000000091e-01,3.771815306666666534e-01,3.109135099999999485e-01,2.842746999999999913e-01,3.020257000000000080e-01,3.051656999999999842e-01,2.803061000000000025e-01
1.690007900000000118e-01,1.801903400000000044e-01,1.565468400000000204e-01,1.543900699999999904e-01,1.307725400000000204e-01,1.308736400000000133e-01,1.186190300000000003e-01,1.207360299999999942e-01,1.107816099999999887e-01,1.318628000000000022e-01,1.235711000000000032e-01,1.502891799999999944e-01
1.007271000000000138e-01,1.024058109999999994e-01,1.106063563333333361e-01,1.077408499999999991e-01,1.021223500000000006e-01,1.213573433333333396e-01,1.021406600000000081e-01,9.037816666666666221e-02,9.890750000000000930e-02,9.246366999999999781e-02,9.591333999999998583e-02,9.819935000000000469e-02
1.215491199999999966e-01,5.023388666666666474e-02,3.891711000000000475e-02,3.800722999999999602e-02,2.521001500000000228e-01,2.751019299999999945e-01,2.019825700000000002e-01,1.656009099999999901e-01,1.472650999999999821e-01,1.765827600000000053e-01,1.193192200000000036e-01,8.298215000000000452e-02
7.665675133333332836e-02,7.416586000000000012e-02,7.514365999999998713e-02,7.865370333333333852e-02,7.642841000000000218e-02,6.975600666666666172e-02,2.333947666666666421e-01,1.429297600000000168e-01,1.263129599999999741e-01,7.240279666666665781e-02,6.728945999999999539e-02,6.846487666666666028e-02
7.941577999999999138e-02,6.513256333333332371e-02,6.707035000000000080e-02,6.372444000000000719e-02,6.888918433333332536e-02,7.016435666666666349e-02,5.410977000000000148e-02,6.438130000000000241e-02,5.060071299999999855e-02,5.720168999999999948e-02,6.476239999999999775e-02,5.371505000000000724e-02
2.561263300000000132e-01,1.987232899999999969e-01,1.589903899999999815e-01,1.768312900000000021e-01,2.432376183333333497e-01,2.388023466666666650e-01,4.438656500000000005e-01,3.540438799999999220e-01,2.907977833333333373e-01,2.452731360000000027e-01,1.020487399999999989e-01,2.431055399999999811e-01
1.434849000000000263e-01,1.234963820000000018e-01,1.264417693333333148e-01,1.857247999999999954e-01,1.274878833333333294e-01,8.190630000000000133e-02,7.637618533333333237e-02,7.237832266666667513e-02,7.064955033333333856e-02,6.820360000000000311e-02,6.112449999999999828e-02,8.911340000000000927e-02
2.432225699999999713e-01,2.466656300000000246e-01,2.463468600000000008e-01,2.208181699999999525e-01,2.297177299999999811e-01,2.652472399999999397e-01,2.439854800000000323e-01,2.373155999999999877e-01,1.993587299999999563e-01,2.174467099999999320e-01,2.314322499999999783e-01,2.400773200000000385e-01
1.273904999999999899e-01,1.276655293333333052e-01,1.497209999999999930e-01,1.339439000000000046e-01,1.315161953333333633e-01,1.409207559333333637e-01,1.319392999999999816e-01,1.193911900000000081e-01,1.216804366666666692e-01,1.142748999999999987e-01,9.437674000000000063e-02,9.635230000000000183e-02
6.036859999999998755e-02,8.666133333333335409e-02,1.094789933333333298e-01,1.292141333333333419e-01,1.079436999999999897e-01,1.039971590000000057e-01,1.101352200000000198e-01,1.060638799999999993e-01,1.140627766666666709e-01,1.338440999999999936e-01,1.130272999999999972e-01,1.049154999999999949e-01
1.377794466666666662e-01,1.197507583333333320e-01,1.211689999999999989e-01,8.382500000000001061e-02,7.359405666666667123e-02,4.697042666666666894e-02,1.114596999999999949e-01,2.189944499999999794e-01,1.153881000000000073e-01,1.265769999999999951e-01,1.368992399999999776e-01,1.308490983333333302e-01
1.841294200000000159e-01,1.883411799999999969e-01,1.907421699999999887e-01,1.777669499999999791e-01,1.622460093333333020e-01,1.539877699999999683e-01,1.532330686666666664e-01,1.472507700000000030e-01,1.483238666666666372e-01,1.446654599999999957e-01,1.440377966666666620e-01,1.615393900000000049e-01
5.893435333333333498e-02,5.151852666666666830e-02,5.138604666666666404e-02,5.843202000000000118e-02,6.937290000000001511e-02,6.588314000000000670e-02,6.412640000000000007e-02,5.932771733333333519e-02,6.428363333333332597e-02,3.927450000000000385e-02,5.172251333333334478e-02,6.212731666666667513e-02
7.007647999999999655e-02,5.980312999999999601e-02,5.998483000000000287e-02,6.029459333333333365e-02,5.458411999999999986e-02,5.661585333333333386e-02,5.452967000000000231e-02,6.265813666666665560e-02,5.877651999999999877e-02,5.630216599999999377e-02,6.092096999999999790e-02,5.672034433333331821e-02
8.990473999999999688e-02,1.320581299999999958e-01,1.027237099999999959e-01,1.004441573333333393e-01,8.982911999999999841e-02,9.187571999999999406e-02,1.944192399999999932e-01,8.970866999999999036e-02,9.474351999999999774e-02,8.616209666666667377e-02,9.432619999999999894e-02,9.016976999999999631e-02
