6.478527070000000831e-02,5.942806870000000991e-02,5.529059999999999531e-02,5.525227000000000610e-02,5.520517999999999953e-02,5.495310679999999837e-02,5.680687639999999067e-02,5.606011000000000327e-02,5.505786533333333066e-02,5.186832160000000302e-02,4.744033999999999751e-02,5.017810000000000326e-02
1.190423199999999931e-01,1.205859999999999987e-01,1.239462466666666624e-01,1.250560000000000282e-01,1.248269999999999796e-01,1.235850000000000143e-01,1.224250000000000060e-01,1.257634266666666500e-01,1.241686206666666736e-01,1.197830000000000006e-01,1.190029999999999977e-01,1.195530000000000065e-01
1.524880000000000124e-01,1.529620000000000146e-01,1.537360000000000115e-01,1.567759999999999709e-01,1.549059999999999881e-01,1.540020000000000000e-01,1.540059999999999762e-01,1.541519999999999835e-01,1.540199999999999625e-01,1.541500000000000092e-01,1.571139999999999759e-01,1.558100000000000041e-01
1.345764999999999878e-01,1.348338000000000036e-01,1.347028999999999865e-01,1.351340000000000041e-01,1.353296999999999972e-01,1.351949000000000067e-01,1.348936999999999775e-01,1.349239999999999884e-01,1.354059133333333498e-01,1.348470999999999975e-01,1.346227999999999869e-01,1.346583000000000085e-01
1.416179000000000188e-01,1.415944000000000369e-01,1.432098400000000049e-01,1.422461519999999868e-01,1.431850080000000025e-01,1.413813200000000048e-01,1.412682866666666592e-01,1.419341999999999826e-01,1.438241000000000380e-01,1.437102999999999853e-01,1.437678000000000011e-01,1.434396000000000004e-01
1.307911999999999964e-01,1.321781999999999957e-01,1.310921999999999921e-01,1.311161999999999883e-01,1.335021999999999875e-01,1.318321999999999827e-01,1.315591999999999873e-01,1.314291999999999960e-01,1.314121999999999790e-01,1.314421999999999813e-01,1.314591999999999983e-01,1.314751999999999865e-01
4.256619999999999848e-02,4.093006333333333580e-02,3.685249999999999637e-02,3.710950000000000359e-02,3.368688999999999711e-02,3.705702666666666617e-02,4.576896999999999910e-02,4.475276666666665876e-02,4.506679333333332704e-02,5.016529999999999601e-02,5.303903333333333248e-02,5.011048333333333743e-02
1.708421999999999719e-01,1.706461999999999701e-01,1.699612999999999818e-01,1.701311999999999824e-01,1.697221999999999897e-01,1.694601999999999775e-01,1.688202000000000036e-01,1.691591999999999540e-01,1.689031000000000005e-01,1.692121999999999793e-01,1.694582999999999784e-01,1.698421999999999710e-01
1.004707800000000095e-01,1.084803533333333347e-01,1.274069999999999925e-01,1.236359999999999959e-01,1.217128699999999869e-01,1.274179433333333389e-01,1.222086999999999757e-01,1.085868266666666776e-01,9.820666666666666433e-02,9.297020000000001672e-02,1.010778999999999844e-01,1.083926433333333300e-01
1.270799999999999985e-01,1.305554666666666475e-01,1.142400000000000082e-01,1.142400000000000082e-01,1.142399999999999943e-01,1.142299999999999982e-01,1.142100000000000060e-01,1.142100000000000060e-01,1.142100000000000060e-01,1.142299999999999982e-01,1.142299999999999982e-01,1.141800000000000037e-01
4.431349999999999872e-02,4.318799999999999029e-02,5.559760000000000396e-02,5.966899999999999982e-02,6.192787333333333449e-02,6.331907999999999981e-02,7.139300000000001201e-02,5.228399999999999714e-02,4.891599999999999421e-02,4.813000000000000611e-02,4.561705000000000620e-02,4.177376000000000006e-02
1.375746799999999770e-01,1.401767333333333310e-01,1.540899999999999770e-01,1.542340000000000100e-01,1.563549999999999940e-01,1.534220000000000028e-01,1.543294000000000055e-01,1.503469333333333213e-01,1.409753000000000256e-01,1.453480000000000050e-01,1.446378333333333266e-01,1.456910000000000149e-01
